scorer,filename,courtship_score,confidence_score,folder
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0033_arena_6_20250307_173927_913.jpg,0.02,0.01,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_1_20250307_173929_012.jpg,0.90,0.74,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_2_20250307_173929_012.jpg,0.89,0.73,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_3_20250307_173929_012.jpg,0.52,0.00,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_4_20250307_173929_012.jpg,0.84,0.69,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_5_20250307_173929_012.jpg,0.17,0.70,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0034_arena_6_20250307_173929_012.jpg,0.85,0.75,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_1_20250307_173930_123.jpg,0.61,0.66,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_2_20250307_173930_123.jpg,0.50,0.49,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_3_20250307_173930_123.jpg,0.19,0.66,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_4_20250307_173930_123.jpg,0.19,0.68,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_5_20250307_173930_123.jpg,0.91,0.86,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0035_arena_6_20250307_173930_123.jpg,0.91,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_1_20250307_173931_278.jpg,0.90,0.80,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_2_20250307_173931_278.jpg,0.51,0.03,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_3_20250307_173931_278.jpg,0.50,0.49,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_4_20250307_173931_278.jpg,0.78,0.59,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_5_20250307_173931_278.jpg,0.92,0.89,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0036_arena_6_20250307_173931_278.jpg,0.92,0.90,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0037_arena_1_20250307_173932_382.jpg,0.90,0.87,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
amadabhushi,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged_frame_0037_arena_2_20250307_173932_382.jpg,0.00,0.01,2025-01-27_17-42-25_076e2825a7274661bd0697c42d6fa4c0__1920x1088@25fps-28q_merged
